ID,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,Class
1,0,0,0,0,0,0,0,0,0,0,0,0,0.690397829186,0,0,0,0,0,0,0,0,0,0,0,0,0.723429911916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grain
2,0,0,0,0,0,0,0,0,0,0.99566814059,0,0,0,0,0,0,0,0,0,0.0522030955729,0,0,0,0,0,0,0,0,0,0,0,0.0769401756288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,corn
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545389806071,0.325824569772,0.217318234349,0,0,0,0,0,0,0,0,0,0,0,0,0.172680227794,0,0.302301582179,0,0,0,0,0,0,0,0,0,0,0,0.233086170954,0.324140076588,0.518228168076,0,earn
4,0,0.220666045162,0,0.0981324382781,0,0,0,0.13279308924,0,0.135026522861,0,0.106385776221,0.245985579055,0,0.254760926798,0,0,0.346454486622,0.137984957783,0.18406621338,0,0,0,0,0,0.386632137875,0,0,0,0,0,0,0.292516601296,0,0.1280230987,0,0,0.132196697421,0,0,0,0,0,0,0.216363212013,0,0.0493553716366,0.411814751863,0.329200274602,0,acq
5,0,0,0,0,0,0,0.774765266422,0,0,0,0,0,0.189839108284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197603379761,0,0,0,0,0,0,0,0,0.296394135017,0.166978078113,0,0.457079465057,0,0,0,earn
6,0,0.169869099238,0.216658725168,0,0,0,0,0.102224347374,0.235238161557,0,0,0,0,0,0.130743598317,0,0.386236405323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112589890162,0,0,0,0,0,0,0,0,0,0.146010602236,0.14782314722,0.166556770916,0,0.151975398233,0,0.168945956546,0.746268416028,earn
7,0,0,0,0,0,0,0.731745925016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110604348621,0,0,0,0,0,0,0,0,0,0,0,0.080637990824,0,0,0,0,0.217413632441,0,0,0.544321282157,0,0,0.319777653917,0,0,0,earn
8,0,0,0,0.133872593637,0,0,0.821721107172,0,0,0,0,0,0,0,0,0.166918039274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133850906236,0,0,0,0.130982315623,0.147581701158,0,0.471315317216,0,0,0,earn
9,0.168223892266,0.522694995058,0.166667204025,0,0,0,0,0.0786372491891,0.361919296223,0,0,0,0,0,0.100576009384,0,0,0,0,0.218000210279,0,0,0,0,0,0,0,0.270949649239,0,0,0,0,0.259833184842,0,0,0,0,0.156568157223,0,0.232410132548,0,0,0.112320326882,0.454858591424,0.192188553439,0,0,0,0,0,earn
10,0,0,0,0,0,0,0,0,0,0,0,0,0.915386418204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402576334834,0,0,0,0,0,wheat
